report_text,source_name
"tenthrède de la rave :les larves noirâtres de cet insecte causent parfois des dégâts importants sur le feuillage des jeunes colzas. en cas de nécessité, appliquer un traitement avec parathion, lindane ou roténone.
p. riboteau.
dernière note : bulletin n° 120 de septembre 1970.
los ingénieurs responsables des avertissements agricoles.
petiot - tissot
l'ingénieur d'agronomie chef de la circonscription phytosanitaire ""bourgogne et franche-comte""
varlet.",AA_TC_Bourgogne_Franche_comte_1970_029
bulletin n° 126 - 3 mai 1978,AA_TC_Champagne-Ardenne_1978_009
vigne,AA_TC_Champagne-Ardenne_1978_009
"boarmiecet ennemi animal, difficile à détecter, dont les dégâts sont souvent confondus avec ceux des vers gris, a été observé dans plusieurs régions viticoles de la champagne, les blancs étant le plus souvent les premières victimes.
un traitement à base d'endosulfan semble être le meilleur, le lindane ou le parathion sont, par contre, peu efficaces.",AA_TC_Champagne-Ardenne_1978_009
"rougeot (ou rot brenner)le danger est évident, vu les conditions météorologiques. la réapparition en 1977 de la maladie dans de nombreuses régions où elle n'avait plus été observée depuis longtemps nous amène à recommander la plus grande vigilance.
nous rappelons que le procédé préconisé par m. j.m. mauro reste le meilleur, savoir :
- 1er traitement dès la 2ème-3ème feuille - même si on a l'impression qu'il n'y a que du bois.
- ensuite : toutes les 3 feuilles jusqu'à ce que les traitements antimildiou prennent la relève.",AA_TC_Champagne-Ardenne_1978_009
arboriculture fruitiere,AA_TC_Champagne-Ardenne_1978_009
"tavelure du pommier et du poirierles arbres sont maintenant très récëptifs aux contaminations primaires ? des projections d'ascospores' sont toujours ""enregistrées"" à chaque période pluvieuse. une nouvelle protection des vergers est souhaitable, les surfaces foliaires se développant rapidement.",AA_TC_Champagne-Ardenne_1978_009
oïdium du pommierla maladie est visible depuis quelques jours ; incorporer un anti-oïdium au traitement tavelure.,AA_TC_Champagne-Ardenne_1978_009
"cheimatobie (chenilles arpenteuses)les premières chenilles ont été observées. si aucun traitement insecticide n'a été fait à ce jour, surveiller attentivement les bouquets foliaires et floraux. durant la floraison n'employer que des produits non dangereux pour les abeilles. si aucun traitement ne s'impose contre les chenilles (cheimatobie et autres espèces : tordeuses rouges et vertes) attendre la fin de la floraison pour intervenir.",AA_TC_Champagne-Ardenne_1978_009
pucerons :a surveiller sur reine des reinettes.,AA_TC_Champagne-Ardenne_1978_009
"araignées rougesles premières éclosions ont été constatées ; il est cependant trop tôt pour intervenir. parmi les acaricides spécifiques compléter la liste de notre avis du 7 avril en y rajoutant la spécialité artaban (procida) à base de benzoximate, efficace sur tous,les stades des acariens.",AA_TC_Champagne-Ardenne_1978_009
"monilia sur cerisiersparticulièrement sur griottes, renouveler la protection des arbres, même en pleine floraison. un temps humide est très propice au développement de cette maladie.",AA_TC_Champagne-Ardenne_1978_009
déssèchement des pousses de framboisier (didymella)effectuer un traitement à l'aide d'une des matières actives suivantes : benomyl - - captane - dithianon - mancozèbe - méthylthiophanate - thirame.,AA_TC_Champagne-Ardenne_1978_009
grande culture,AA_TC_Champagne-Ardenne_1978_009
"charançon des siliques sur colza d'hiverles colzas évoluent lentement vers la floraison sans que des populations inquiètantes de charançons des siliques soient observées. la rareté de cet insecte au cours de la dernière campagne en limite d'ailleurs le risque.
il est rappelé que la lutte n'est à entreprendre contre ce charançon que si l'on observe en moyenne 1 insecte par hampe florale.
ne mettre éventuellement en oeuvre que des insecticides reconnus non dangereux pour les abeilles.",AA_TC_Champagne-Ardenne_1978_009
"etat sanitaire des cerealesescourgeons - orges d'hiver
ces céréales ont dépassé le stade ""2 noeuds"" dans de nombreux secteurs. un éventuel traitement contre les maladies de. pied ne doit donc maintenant être envisagé que pour les cultures, en situation tardive.
les conditions climatiques restent très favorables à l'évol.ution de la rhynchosporiose et il importe d'être vigilant au cours des prochains jours. si une période sèche et un relèvement important des températures n'interviennent pas avant le début du gonflement des tiges, un traitement sera à réaliser pour assurer la protection des dernières feuilles, sur toutes les cultures présentant actuellement des taches fréquentes.
bien que les bmc aient une action sur la maladie, donner la préférence à des produits plus performants apportant avec cette matière active :
triadiméfon (bayléton)
triforine-manèbe (saprol m)
tridemorphe-manèbe (calixine m)
en 1977 le bmc + triadimefon a présenté .la meilleure efficacité.",AA_TC_Champagne-Ardenne_1978_009
"blés d'hivernous rappelons qu'une intervention est a envisager contre les maladies' du pied lorsqu'au-stade ""2 noeuds"" il est observé 25 % de plants présentant des attaques profondes sur.les dernières gaines ou les tiges.
en fonction des conditions climatiques actuelles faisant craindre un développement des rouilles, il est souhaitable d'ajouter à la spécialité a base de bmc : manèbe, mancozèbe ou triadimefon.",AA_TC_Champagne-Ardenne_1978_009
"tordeuse des céréales (ccephasia)en fonction des conditions climatiques il est a craindre que les sorties ne .soient pas encore achevées. dans les secteurs envahis une intervention apparait donc prématurée.
le chef de la circonscription phytosanitaire champagne,
j. delattre.",AA_TC_Champagne-Ardenne_1978_009
supplément n° 3 au bulletin n° 119 20 aout 1970,AA_TC_Centre_1970_030
avertissements,AA_TC_Centre_1970_030
arbres fruitiers,AA_TC_Centre_1970_030
"carpocapse des pommes et des poiresles conditions climatiques sont maintenant moins favorables à l'activité du carpocapse. toutefois, des pontes parfois nombreuses ont été déposées lors de la dernière période chaude. elles arrivent maintenant à éclosion. des pénétrations de jeunes chenilles sont donc à craindre actuellement.
comme nous l'avons signalé dans notre bulletin du 13 août, la protection des fruits doit être aussi parfaite que possible, l'activité des papillons du deuxième vol étant importante cette année.
en conséquence, dans tous les vergers où les pluies orageuses de ces derniers jours ont été suffisamment abondantes pour lessiver le dernier traitement, il y a lieu d'effectuer une nouvelle application dès que possible, en tenant compte des délais d'emploi des pesticides qui ont été précisés dans le bulletin technique n° 115 d'avril 1970.",AA_TC_Centre_1970_030
"tavelures du pommier et du poirierles conditions climatiques actuelles sont favorables aux contaminations secondaires toujours préjudiciables à la récolte.
il y a donc lieu d'ajouter un fongicide à la bouillie destinée à combattre le carpocapse.
nous précisons que la protection des fruits contre les tavelures devra être parfaite jusqu'à la récolte dans tous les vergers où l'on observe des taches sur feuilles ou sur fruits. ces traitements tardifs seront également efficaces contre les maladies de conservation.",AA_TC_Centre_1970_030
vignes,AA_TC_Centre_1970_030
mildiou de la vigneil y a lieu de tenir compte des indications données dans notre bulletin du 13 août 1970.,AA_TC_Centre_1970_030
informations,AA_TC_Centre_1970_030
arbres fruitiers,AA_TC_Centre_1970_030
"pou de san joseles premières larves de la seconde génération ont été observées. en conséquence, un traitement devra être exécuté durant la semaine du 24 au 29 aoûte un deuxième traitement devra être appliqué au cours de la semaine du 7 au 12 septembre.
la pulvérisation devra être particulièrement soignée afin que les branches et les troncs soient bien couverts.
on pourra utiliser soit un oleoparathion, soi-c un parathion émulsion à la dose de 25 gr. de matière active par hectolitre.
ces traitements sont obligatoires dans toutes les communes faisant partie de la zone contaminée et de la zone de protection qui ont été définies par l'arrêté ministériel du 4 novembre 1958. les exploitants de pépinières et d'établissements d'horticulture, de vergers co'nmerciaux et de vergers d'amateurs, sont tenus de les effectuer.
ces traitements sont notifiés aux maires des communes intéressées.",AA_TC_Centre_1970_030
"araignees rouges - psyllon observe parfois des pullulations très importantes de ces ravageurs dans certains vergers.
il est donc conseillé d'être particulièrement attentif afin d'intervenir le cas échéant.",AA_TC_Centre_1970_030
cultures maraicheres,AA_TC_Centre_1970_030
teigne du poireauune activité assez importante de ce ravageur est observée actuellement. il est donc conseillé d'effectuer un traitement dans les prochains jours.,AA_TC_Centre_1970_030
"mildiou de la tomateles conditions climatiques actuelles deviennent très favorables au développement de cette maladie. le mildiou de la tomate rencontre fréquemment à l'automne des conditions climatiques favorables à son développement.)
il est donc conseillé d'effectuer un. traitement dès que possible et d'assurer une protection permanente des cultures jusqu'à la récolte en fonction des pluies ou des irrigations..",AA_TC_Centre_1970_030
cultures oleagineuses,AA_TC_Centre_1970_030
"desinfection des semences de colzadifférents ennemis peuvent détruire les semis de colza, notamment les champignons responsables de la ""fonte des semis"" et les altises qui rongent les feuilles dès la levée.
la désinfection des semences avec des produits fongicides et insecticides o-u, des produits mixtes permet d'éviter ces attaques en protégeant les jeunes pl^ntules pendant la période où elles sont le plus sensibles. les fongicides les plus utilisés contre la ""fonte des semis"" sont ceux à base de thirame ou t.m. t.d., de manebe, d'oxyquinoleate de cuivre, d'organo-mercurique3
parmi les insecticides, c'est le lindane qu'il convient d'utiliser. il faut choisir des poudres ayant une haute teneur en matière active et il. est nécessaire d'employer 30 à 40 gr. de lindane par kilo de semences. celles-ci seront enrobées auparavant avec un peu d'huile végétale à raison d'une cuillérée à café pour 2 kgs de semences.
généralement, les étiquettes portées par les sacs indiquent si un traitement a été réalisé. cela permet d'éviter de les traiter deux fois avec un même produit.
les contrôleurs chargés des avertissements agricoles,
g0 ribault
b. pacqueteau
l'inspecteur de la protection des végétaux,
g. benas",AA_TC_Centre_1970_030
12 juin 1987 n° de série continue 151 bulletin n° 17floraison de la vigne = sensibilite particuliere au mildiou et a l'oïdium flavescence doree a alba : traitement entre le 19 et le 24 juin,AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"vigneflavescence doree : bientôt le 1er traitement de saison
tordeuses de la grappe : intervenez si le seuil est dépassé
mildiou : 1er traitement juste avant le début de la floraison
oidium : poursuivez la protection
black-rot : début floraison : augmentation ' ' sensibilité de la grappe p3-4 : flavescence doree : plaquette coule à !] e 1et à conserver
floraison",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"flavescence doree -1er traitement de saison entre le 19 et le 24 juin
p. 3 et 4 plaquette couleur : symptômes, cycle de la maladie, son vecteur.
a alba, les leres éclosions de la cicadelle vectrice scaphoideus titanus ont été observées vers le 25 mai. le danger ,.e transmission de la maladie par cette cicadelle débutera donc vers le 25 juin.
le programme minimum de lutte contre :es larves et les adultes comporte 3 interventions.
- la 1ère avant le début de danger de transmission les 2 autres, pour couvrir la fin des éclosions et se préserver des adultes arrivant de l'extérieur",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"* dans la région d'alba, valvigneres, vogue, lussas, villeneuve-de-berg, st jean-le-centenier, lavilledieules traitements de saison contre la cicadelle vectrice doivent être aussi généralisés que possible. en effet, la présence du gros foyer constitue une lourde menace pour tout le vignoble de cette région.
prévoyez le 1er traitement entre le 19 et le 24 juin.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"* dans l'ensemble ju bas-vivarais :une prospection menée au cours de ces dernières semaines a montré la présence de scaphoideus tit.. iiuj dans une large partie du vignoble.
en labsence cú- mycoplasme d ,n\t de la maladie, cette cicadelle n'est pas dangereuse. cependant, la présence de la maladie dans le bas-vivarais doit inciter tous les viticulteurs à une vigilance particulière.
- dans les parcelles où des symptômes douteux ont été repérés en 1986, il serait prudent d'appliquer le programme de lutte de saison. en région précoce, le 1er traitement sera avancé de 4 ou 5 jours.
- ailleurs, observez vos vignes durant l'été et l'automne.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"* en pépinières et vigne-mères de greffons et porte-greffesla lutte est rendue obligatoire par l'arrêté ministériel du 17 avril 1987.
la circulaire d'application de cet arrêté prévoit une protection insecticide continue du début des éclosions au printemps et à la disparation des derniers adultes de scaphoideus titanus à l'automne.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"* produits utilisables :en l'absence de spécialités autorises a la vente pour cet usage, les références disponibles permettent de conseiller l'un des produits des tableaux ci-après.
remarques :
- le traitement visera l'ensemble du feuillage
- on préférera un produit de longue rémanence (15 jours au moins)
- (chlorpyriphos + diméthoate) et méthomyl sont autorisés contre la cicadelle verte des grillures
- en cas de lutte conjointe tordeuses de la grappe - cicadelle flavescence dorée, on choisira un produit à action curative sur tordeuses
lotte contre la cicadelle : scaphoideus titanus spécialités commerciales recommandées (x)
insecticides systemiques («ans effet sur t ordouaos)
insecticides de contact
(x) cette liste a été établie avec le concours de représentants de l'acta, des chambres d'agriculture de l'aude, du vaucluse, du civam corse, de la fdgdec de l'aude, de l'itv et du spv.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"tordeuse de la grappe -seuil : 200 glomérules pour 100 grappes
ce seuil est rarement atteint. toutefois, il peut être dépassé localement : observez. si un traitement est nécessaire, seuls les produits à action curative sont uti]iqahl(=»=;",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"mildiou -1er traitement juste avant le début de floraison (rappel)
... c'est-a-dire des réception dans beaucoup de situations. on préférera un produit pénétrant ou systémique.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
concours mildiou :recherchez les premiers foyers,AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"oidium -2eme traitement de base pendant la floraison
on pourra utiliser un soufre poudrage (20 à 30 kg/ha) pour favoriser la nouaison et assurer une bonne pénétration. sinon, il faut viser la zone des grappes.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
"black-rai' -début floraison; début véraison = sensibilité particulière des grappes
dans les foyers habituels, maintenez la protection en visant les grappes.",AA_AF_VG_Rhone-Alpes_Bas-Vivarais_1987_017
bulletin technique n° 12 du 04/05/98 - 3 pages,AA_GC_Centre_1998_012
colzastade : la majorité des parcelles est à un stade compris entre g 1 et g3.,AA_GC_Centre_1998_012
ravageurs,AA_GC_Centre_1998_012
"charançons des siliques :on observe leur présence dans l'indre (le blanc, sassièrges st germain), le cher (rians), le loir et cher, l'eure et loir (brou), l'indre et loire. en général, ils sont peu nombreux dans les parcelles. il est nécessaire d'observer au cas par cas chaque parcelle, en particulier sur les bordures.
un traitement systématique n'est pas justifié : le seuil de 1 charançon des siliques pour 2 plantes est rarement atteint dans la plupart des situations. a suivre...",AA_GC_Centre_1998_012
pucerons cendrés :ils sont toujours signalés ; leur progression est liée à la hausse des températures qui sont encore fraîches pour le moment. a suivre...,AA_GC_Centre_1998_012
"meligèthes :elles sont observées en grand nombre dans certaines parcelles (indre et loire, cher). il n'y a pas de risque à ce stade du colza. aucune intervention spécifique ne doit être envisagée pour en réduire les populations.",AA_GC_Centre_1998_012
"maladiesles averses fréquentes, le ciel couvert, entretiennent un contexte humide favorable aux maladies. en général, le feuillage reste sain dans les étages inédiants et supérieurs ; toutefois dans les parcelles à densité élevée, la charge en maladies sur les feuilles de base semble plus conséquente.",AA_GC_Centre_1998_012
"sclerotinia :les risques d'installation et de développement du sclerotinia sont très élevés compte tenu des conditions climatiques pluvieuses et du maintient de l'humidité. pour le moment on n'observe pas de symptômes conséquents de la maladie. elle touche 5 à 15 % des pieds dans certaines parcelles. —
( autrèche, auzouer 3 7)
toutes les parcelles devraient être traitées , aujourd'hui ; l'impasse sur ce traitement fongicide n'est pas souhaitable.
dans les parcelles très précoces, traitées il y a trois semaines, le renouvellement de la protection contre le sclerotinia se pose car la floraison se poursuit et le volume de végétation s'accroît dans une humidité permanente. les conditions climatiques à venir seront déterminantes pour en décider.",AA_GC_Centre_1998_012
"cylindrosporiose :en quelques endroits on observe de nouvelles taches sur feuilles principalement (réclainville, 1escorpain 28). les premiers symptômes sur siliques sont vus à autrèche (37). a suivre...",AA_GC_Centre_1998_012
"pseudocercosporella :elle est observée j dans le secteur de beaumont la ronce (37).
le contrôle de ces maladies se fait par le fongicide appliqué pour la lutte contre le sclerotinia.",AA_GC_Centre_1998_012
pour information,AA_GC_Centre_1998_012
observation sur feuillage de base :le phoma est en pleine activité et progresse sensiblement. le mildiou est aussi observé dans l'indre et loire et dans le loiret. ces maladies n'ont plus d'incidence grave sur la culture maintenant. le botrytis continue à s ' installer sur des blessures ou sur des parties sénescentes de la plante.,AA_GC_Centre_1998_012
poisstade : 6 - 8 feuilles.,AA_GC_Centre_1998_012
ravageurs,AA_GC_Centre_1998_012
"sitones :les sitones ont attaqué les feuilles 5-6 dans de nombreuses parcelles. la fréquence des morsures est faible. les pois ont atteint le stade 6 feuilles ou 10 cm à partir duquel leur vulnérabilité aux sitones est faible. ne plus intervenir.
pour information :",AA_GC_Centre_1998_012
"pucerons :quelques individus sont observés dans le loiret et dans l'indre et loire. la tour à succion de fleury les aubrais enregistre quelques captures de divers pucerons, ce qui correspond au tout début ge vol. a suivre
journée phyto-mieux vendredi 15 mai 98.",AA_GC_Centre_1998_012
colzasuivre le sclérotinia.,AA_GC_Centre_1998_012
bléseptoriose risques confirmés. rouille brune dans l'indre et loire.,AA_GC_Centre_1998_012
orge d'hivertraiter à dose pleine.,AA_GC_Centre_1998_012
"maïscarte de la situation de la pyrale à l'automne 1997.
avec les températures en hausse.",AA_GC_Centre_1998_012
"taches sur feuillage :de petites taches plus ou moins translucides au centre, limitées par une bordure marron, cerclées d'un halo jaune, sont observées à divers niveaux du feuillage dans des parcelles de champseru (28) et de verdes (41). ces symptômes ne sont pas caractéristiques de l'anthracnose, ils peuvent faire penser à des impacts d'herbicides de rattrapage ou des piqûres d'insectes.
suivre l'évolution de ces symptômes car l'anthracnose est signalée sur pois d'hiver dans le loir et cher.",AA_GC_Centre_1998_012
"orge d'hiverstade : dernière feuille étalée, sorties des barbes dans l'indre, l'indre et loire, le cher.",AA_GC_Centre_1998_012
"maladies foliairesdans les parcelles non traitées, la progression de l'helminthosporiose et de la rhynchosporiose est sensible sur f2 définitive (chuelles45). la rouille dans l'indreet loire est en progression sensible. la dernière feuille peut être atteinte.
traiter à dose pleine ! compte tenu des risques de développement des maladies et du potentiel installé, la réduction des doses n'est pas opportune pour assurer la fin de culture.",AA_GC_Centre_1998_012
"bléstade : f2 définitive en cours d'étalement, dernière feuille pointante.",AA_GC_Centre_1998_012
ravageurs,AA_GC_Centre_1998_012
"pour informationle début d'activité des insectes est enregistré ici et là . les observations sont à poursuivre. lema : ils sont observés à montargis(45), à chartres(28), à bouman et à beaumont la ronce(37), à luçay le mâle (36) pucerons : première observation de sitobion avenae à verneuil dans l'indre et loire.
mineuses : vues à boisgasson (28) limaces : les populations sont très importantes dans le boischaut du cher.",AA_GC_Centre_1998_012
maladies foliaires,AA_GC_Centre_1998_012
"septoriose :les informations du modèle : maintien du risque à un niveau élevé ; traitement nécessaire pour l'ensemble de la région. le risque s'accroît car il y a eu de nouvelles contaminations pendant la semaine dernière. du point de vue symptômes, les contaminations du début avril sont en cours d'expression.",AA_GC_Centre_1998_012
sur le terrain :la progression des symptômes est sensible dans l'eure et loir en f3 voire f2. il en est de même dans 1 ' indre et loire. le traitement à pleine dose est conseillé,AA_GC_Centre_1998_012
"oïdium :il ne régresse pas, le temps orageux est favorable à un redémarrage dans certains secteurs de l'indre et loire. par contre il est ""lavé"" dans le cher suite aux orages de la semaine dernière.
le contrôle de cette maladie est à prendre en compte dans les interventions fongicides contre la septoriose, avec un complément spécifique anti-oïdium si cela est nécessaire selon le fongicide employé, le niveau d'attaque de l'oïdium et la sensibilité de la variété.",AA_GC_Centre_1998_012
rouille brune :les conditions climatiques sont favorables à sa multiplication. elle est fréquente sur f4 f3 dans le sud de l'indre et loire. le caractère explosif de cette maladie est à redouter. a surveiller particulièrement avec la reprise des températures douces.,AA_GC_Centre_1998_012
"rouille jaune :elle est repérée à monnaie, beaumont la ronce et vouvray dans l'indre et loire, sur les variétés victo et trémie.
le traitement est urgent sur les parcelles atteintes dès l'apparition des toutes premières pustules.
situation pyrale à l'automne 1997
sondages larvaires (exprimés en nombre de pyrales par canne)",AA_GC_Centre_1998_012
le service régional de la protection des végétaux et la fredec participent à l'opération,AA_GC_Centre_1998_012
phyto-mieux,AA_GC_Centre_1998_012
"la journée sur les bonnes pratiques agricoles en matière phytosanitairele vendredi 15 mai 1998
quatre ateliers permanents et démonstrations
© contrôle du pulvérisateur (pulvé-mieux) et analyse de la qualité de la pulvérisation.
0 raisonnement des traitements.
0 maîtrise du volume, cuve de rinçage et gestion des fonds de cuve.
® préparation de la bouillie, protection de l'utilisateur et évolution des produits.
sur les sites, vous pourrez rencontrer des techniciens spécialisés et trouver des réponses concrètes à vos interrogations.
si vous êtes employeurs de main d'oeuvre, profitez de cette journée pour informer et former vos salariés concernés par l'utilisation de produits phytosanitaires.
venez nombreux sur la plate-forme phyto-mieux de votre département
détails de nos interventions dans le prochain bulletin",AA_GC_Centre_1998_012
bulletin n° 12 8 juin 1983,AA_TC-PACA_1983_016
vigne,AA_TC-PACA_1983_016
"mildiou -de nombreux nouveaux foyers ont été découverts dans l'ensemble de la vallée du rhône et plus particulièrement à camaret dans le vaucluse où des attaques sur grappes sont constatées ainsi que dans le sud drôme .
autres foyers avec quelques taches : bourg-st-andéol, pont-st-esprit, grillon, suze-la-rousse, vaison-la-romaine, mirabel-aux-baronnies, montbrison-sur-lez, vacqueyras, châteauneuf-du-pape,mazan, avignon, cadenet, la-motte-d'aigues, la-tour-d'aigues, st-martin-de-la-brasque, graveson, montfort- sur-argens,le-cannet-des-maures, piolenc, puyvert .
d'autres foyers existent certainement à l'est des bouches-du-rhône dans le centre et le nord-ouest du var .
j en conséquence : ^
1. en présence de foyer grave renouveler les traitements à 7 jours de préférence avec un curzate ou un phoséthyl al (si on a commencé la protection avec ce produit) .eviter acylon, caltan, vamin sur ces foyers pour ne pas sélectionner les races résistantes
2. partout ailleurs, renouveler les traitements à la cadence adaptée au produit
les grappes étant particulièrement sensibles actuellement, on soignera la protection en les visant le plus possible .",AA_TC-PACA_1983_016
"black-rot -un foyer a été découvert à bourg-st-andéol, ce qui laisse supposer que la maladie peut progresser dans la vallée du rhône .nous signaler toute tache suspecte (tache brune d'un centimètre de diamètre limitée par un liseré plus foncé et ponctuées de petits points noirs) .",AA_TC-PACA_1983_016
"oidium -foyers importants sur carignan partout dans notre région et plus particulièrement dans l'appellation bandol, basse vallée du gapeau; sur ce cépage, le nombre de soufrages doit être plus important que dans le programme classique quand on se trouve près des parcelles mal traitées.
sur tous cépages on soignera particulièrement le soufrage de floraison ou les traitements avec bouillies aux abords de la floraison .",AA_TC-PACA_1983_016
"botrytis -un traitement sera éventuellement nécessaire à la chute des capuchons floraux.
un prochain bulletin fera le point pour les zones plus précoces afin de préciser la nécessité ou non d'intervenir .",AA_TC-PACA_1983_016
