index,_id,author_id,display_username,username,user_description,time,twt_id,text,tag,crop_tags,place_name,place_id,country,place_type,Observation,Pertinence? (/10),Info temporalite,Info localisation,Classification
21,60f0083fbd62ed8c4e4156af,178322650,DumDum #NeRienLaisserPasser,RemDumDum,"Cultivateur Beauceron, recherche d'une Agriculture Durable sans tabou avec les Nouvelles Technologies, d'une Biodiversité utile et dynamique,...Bordel #FrAgTw",2020-08-29T15:52:27.000Z,1299736680816144391,"pour le pyrale du maïs, nous avons des solutions phyto, biocontrole et génétique (pas autorisé OGM); en fonction de la pression de la pyrale dans un territoire, je choix entre les différentes solutions et efficacités !",pyrale,['maïs'],,,,,0,0,0,0,conseil
22,60f0083fbd62ed8c4e4156b4,4495374201,CETA35,ceta_35,"Association d'agriculteurs d'Ille-et-Vilaine
Organisme de formation - 
Autonomie Liberté de penser Partage Esprit d'entreprendre -",2020-08-27T10:00:00.000Z,1298923210449268737,"Dernières notations sur les #EssaisMaïsEnsilage : gabarit, hauteur d'épis, nombre de grains, maturité, casse pyrale, stay green... Essai Sud (Guipry) noté le 18 Aout. RDV en réunion CETA cet automne pour les résultats ! https://t.co/CW8gLrBqI0",pyrale,"['fourrage annuel', 'maïs']",,,,,1,1,0,1,conseil
23,60f0083fbd62ed8c4e4156b8,4728811835,michael Tavernier,MichaelMickha,"curieux de tout , mais bougon, méchant scientiste et affreux libéral . mammifère omnivore qui croit que la terre est ronde. tweets perso qui n’engagent personne",2020-08-26T09:36:41.000Z,1298554952542031872,Alors il y a le bon pesticides bio qui tue les moustiques et il y à le mauvais pesticides bio qui tue la pyrale du maïs ... Mais c poa pareil,pyrale,['maïs'],,,,,0,0,0,0,politique
24,60f0083fbd62ed8c4e4156bd,3432810945,AGPM,agpm_mais,"maïs grains doux fourrage et semences, filière maïs, producteurs, maïsiculteurs, syndicalisme agriculture",2020-08-26T08:31:53.000Z,1298538645641744391,La filière #maïs a besoin de moyens de lutte contre les ravageurs ! 120 000 ha sont traités contre la #pyrale par le biocontrôle avec les #trichogrammes https://t.co/yth21GMDm3,pyrale,['maïs'],,,,,0,0,0,0,politique
25,60f0083fbd62ed8c4e4156ec,902251971482144769,Richard H 🍀🚜🐮 💛💙 🤡 😇👿 🥂,R_Hugon_43,"Responsable Agro Négoce Agricole privé #SARLBeaumel @IMPAACTRESEAU #HauteLoire #FrAgTw @Fragritwittos
Fils, Frère, Beau-frère #agriculteurs
#TeamCharolais #ASM",2020-08-21T09:56:56.000Z,1296748110887165952,La #sécheresse a eu raison des #maïs de cette exploitation. 10ha/22 Si ajoute un ravageur la #pyrale #HauteLoire #Auvergne #fourrage #canicule2020 #FrAgTw https://t.co/9PE6CtNK04,pyrale,"['maïs', 'culture fourragère', 'céréale fourragère', 'bette à cardes']",Bains,36d1a77992a22ce9,France,city,1,2,0,1,observation
26,60f0083fbd62ed8c4e415736,1249649156341334018,Catherine Regnault-Roger,RegnaultRoger,"Prof. émérite E2S @universite_uppa
mbre @AcademieAgri @AcadPharm @4a_france collabor @pressesdesmines @Fondapol @AgriPlantSoil #Phytoma

 ❤science & conscience",2020-08-18T07:50:53.000Z,1295629225744052224,"Excellente présentation illustrée de sur les ravages de la pyrale du maïs et de la sésamie et une solution de biocontrôle valable uniquement sur UN des deux ravageurs (pyrale). Pour avoir une solution de biocontrôle sur les deux, c'est maïs OGM #Mon810 https://t.co/7XdDPU44oe",pyrale,['maïs'],,,,,0,0,0,0,conseil
27,60f0083fbd62ed8c4e41573c,805467207002112001,Lerayonfrais,Antbean49,Obstinément curieux,2020-08-15T07:20:36.000Z,1294534440052498444,"Et vous n'empêcherez pas les ravageurs de chacune des cultures de les attaquer, même en culture mélangée. Typiquement la pyrale du maïs est polyphage et s'attaque à plusieurs cultures différentes (haricot par ex).",pyrale,"['pêcher', 'haricot', 'maïs']",,,,,0,0,0,0,conseil
28,60f0083fbd62ed8c4e415746,1097911769773887490,Corteva France,CortevaFR,"Corteva Agriscience, 100% dédié à l’agriculture. #CultivonsDemain: l’#innovation pour #ceuxquiproduisent en assurant le progrès d’une #agriculture responsable",2020-08-13T13:11:41.000Z,1293898019616718848,"Comment lutter contre la pyrale du #maïs ? Disponible dès cet automne, notre nouvelle solution couple une molécule naturelle à une pulvérisation ciblée pour intervenir pendant les pics de vol de la #pyrale. En savoir plushttps://t.co/KBNTwfy2s4 https://t.co/08amcT4r4A",pyrale,"['maïs', 'blé']",,,,,0,0,0,0,pub
29,60f0083fbd62ed8c4e415749,1021055400651706368,Mat Agri,Agritwitto,"Agriculture (soyez curieux, posez vos questions), et Stade Rennais 🔴⚫️",2020-08-13T10:11:31.000Z,1293852678674669573,"Exemple pyrale sur maïs (avec les trichogrammes). Mais ces méthodes mettent du temps à se développer. Sur les pucerons, les NNI sont la seule alternative. Car pulvériser dans les champs à la place n’est pas mieux.",pyrale,['maïs'],,,,,0,0,0,0,conseil
30,60f0083fbd62ed8c4e41574a,3899598394,MEYER 💉💉hi ha !,MeyerOrely,Professeure de chirurgie de fleurs. Oeuf décomposé en omelette. Capital humain pas cher.,2020-08-12T07:16:44.000Z,1293446303914041344,non on associe monoculture à culture intensive. la plaine d'alsace est devenu un seul grand champs de mais (un peu moins vrai depuis 5/10ans) ce que j'appelle la monoculture du mais. La pyrale du maïs peut s'y développer avec grand plaisir. (par exemple) mais le blé de la beauce,pyrale,"['maïs', 'blé']",,,,,0,0,0,0,conseil
31,60f0083fbd62ed8c4e415754,2335460562,J-Claude Bregliano,JeanBregliano,"Généticien, Prof. des Universités honoraire",2020-08-07T16:38:06.000Z,1291775634704867328,C'est un peu analogue au cas du maïs Bt qui favorise les cultures conventionnelles et bio avoisinantes en diminuant la population des ravageurs (pyrale et sésamie).,pyrale,['maïs'],,,,,0,0,0,0,politique
32,60f0083fbd62ed8c4e415789,1179761415311298561,Bouyssou,BouyssouEts,#Négoceagricole du Périgord en #Agrofourniture #Collecte #Aliments #Services Conseil/Expertise/Engagement/Réactivité/Proximité/Innovation,2020-07-27T06:14:51.000Z,1287632522256539648,Les Ets bouyssou proposent l’épandage de trichogrammes par #drone pour lutter contre la pyrale du #maïs : solution #durable car : 1⃣socialement acceptable 2⃣respectueuse de l’environnement 3⃣rentable pour l’agriculteur https://t.co/2gV5dUhH4x,pyrale,['maïs'],,,,,0,0,0,0,conseil
33,60f00842bd62ed8c4e4159be,1001027845551001601,Emiliengv_FMC,Emiliengv_FMC,🌱🌍 Soyons les acteurs d’une #AgricultureDurable et source d'innovations 😎📱 Responsable communication France @fmcagro #FrAgTw #EcoDeveloppement 🤩 @isaralyon,2020-07-21T15:57:23.000Z,1285604795638779906,"#CornLovers : Le #maïs est peu atteint par les maladies cryptogamiques mais des attaques sur le feuillage causent une ↘ du Rdt Pour la maladie, il est recommandé de broyer les résidus et de les enfouir Comme pour #Pyrale &amp; #Sesamie le broyage des cannes est ‼ https://t.co/yL6EaDSXId",pyrale,"['attier', 'maïs']",,,,,0,0,0,0,conseil
34,60f00842bd62ed8c4e4159c9,512431405,Subes Guy,GSubes,"Agriculteur , producteur de blé dur et multiplicateur de semences ,vice président de GPS ,chasseur 🐗et ASSE",2020-07-20T05:47:32.000Z,1285088935241187328,Aujourd’hui biocontrol!! On pose des plaquettes qui contiennent des auxiliaires qui vont lutter contre la pyrale dans les maïs semence !! Qui a dit q’ une petite bête ne mange une grosse ?? https://t.co/aIDQB8W3jh,pyrale,"['semence', 'maïs']",,,,,1,5,1,0,observation
35,60f00842bd62ed8c4e4159d9,713466976698560512,julien_54 🌾🌽🚜🏍,BADURAUX_j,#agriculteur #lorrain qui recherche des solutions d'avenir innovantes pour produire PLUS et MIEUX avec MOINS #ferme #familiale @agilemc2 #agripapa 2x #teamPCV,2020-07-17T17:37:09.000Z,1284180353540935680,pour protéger mes maïs de la pyrale je préfère mettre des trichogrammes moi mais chacun son truc....... #noschampsnesontpasdespoubelles #recyclage #pollution,pyrale,['maïs'],,,,,0,0,0,0,conseil
36,60f00842bd62ed8c4e4159dc,1201990543,herve.Gustin,rv59268,"fan de technologie,d'agro équipements et d'agriculture! 
Like farm equipment technology and teach it! #FrAgTw #TCBR #TEAMPCV",2020-07-17T10:00:20.000Z,1284065390126137344,"Pois sec! Arrêté! Pas de solution contre le champignon aphanomyces Carotte industrielle arrêté, aucune matière de désherbage Haricots de plein champ Arrêté, pas de matière active pour lutter contre les attaques de mouche Maïs grain arrêté, secteur trop touché par la Pyrale",pyrale,"['pois', 'haricot', 'maïs', 'carotte', 'maïs grain']",,,,,0,0,0,0,conseil
37,60f00842bd62ed8c4e4159e2,792780504496017414,Jacky Berland,JackyBerland,Agriculteur en agriculture de conservation des sols qui aime bien trouver ce qu'il cherche. Et ça marche!...souvent.,2020-07-17T05:48:22.000Z,1284001979199623168,Avant que cela ne soit interdit en France j'avais testé ces maïs BT en bande comparés aux conventionnels. y avait pas photo c'était nickel pas une sésamie ni pyrale. C'est rageant.,pyrale,['maïs'],,,,,0,0,0,0,politique
38,60f00842bd62ed8c4e4159e4,715092169577603072,La Dépêche Ariège,ladepeche09,"Bienvenue sur le compte officiel de la rédaction de l'#Ariege de @ladepechedumidi. 
Contact en DM ou par mail sur redaction09@ladepeche.fr",2020-07-16T08:41:20.000Z,1283683122811469824,"En #Ariège, des micro-insectes pour lutter contre la pyrale du maïs https://t.co/iia6nbMY03 via",pyrale,['maïs'],,,,,0,0,0,1,conseil
39,60f00842bd62ed8c4e4159e5,2350148544,#agridemain,Agridemain,#agridemain raconte la réalité de l'#agriculture française ses atouts #qualité #emploi ses défis #production #environnement #innovation grâce aux #agriculteurs,2020-07-16T07:32:58.000Z,1283665916417302529,Le trichogramme pour lutter contre la pyrale du maïs https://t.co/KgfpwiQacU,pyrale,['maïs'],,,,,0,0,0,0,conseil
40,60f00842bd62ed8c4e4159ea,16884402,La Dépêche du Midi,ladepechedumidi,"L'actualité nationale et régionale depuis 150 ans. Questions, remarques et témoignages : deskweb@ladepeche.fr ou en DM",2020-07-15T18:00:24.000Z,1283461427827740674,"En #Ariege, des micro-insectes pour lutter contre la pyrale du maïs https://t.co/HF6cwPW8Yg",pyrale,['maïs'],,,,,0,0,0,1,conseil
41,60f00842bd62ed8c4e4159eb,1215747844277141506,Media7,Media7Officiel,,2020-07-15T17:34:52.000Z,1283455003768889346,"En Ariège, des micro-insectes pour lutter contre la pyrale du maïs https://t.co/eJ4wcxXyDx",pyrale,['maïs'],,,,,0,0,0,1,conseil
42,60f00842bd62ed8c4e4159f3,775693554417012736,maxime touzaint,maxime_touzaint,Responsable appro et animation commerciale coopérative Sèvre et Belle🌽🌻🚜 ancien @Groupe_ESA,2020-07-15T06:32:11.000Z,1283288230717280256,Le #biocontrole au service des maïsiculteurs pour faire face à la #pyrale https://t.co/m70qmzdDiP,pyrale,['maïs'],,,,,0,0,0,0,conseil
43,60f00842bd62ed8c4e415a06,780758268519944192,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-07-10T03:54:46.000Z,1281436678108962819,"Réécouter ici ""Parlons #maïs"" sur Jérôme Sottana producteur en Ariège vous parle ""des #trichogrammes une solution de #biocontrôle contre la #pyrale du maïs"" #cetepimepate #solutionmaïs #Phyteurop https://t.co/7cVvqqqz7K",pyrale,['maïs'],,,,,0,0,0,1,conseil
44,60f00842bd62ed8c4e415a0d,1269723139,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2020-07-09T14:10:45.000Z,1281229305561956353,"Si vous avez raté la chronique ""Parlons #maïs"" avec Jérôme Sottana producteur : ""les #trichogrammes sont une solution de biocontrôle contre la #pyrale du maïs""sur Ecoutez-là en replay https://t.co/nXERfKQxCu #cetepimepate #solutionmaïs https://t.co/r2O1lrbfWb",pyrale,['maïs'],,,,,0,0,0,1,conseil
45,60f00842bd62ed8c4e415a17,780758268519944192,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-07-09T09:55:52.000Z,1281165162859429889,"Retrouvez ""Parlons #maïs"" avec Jérôme Sottana producteur en Ariège : ""les #trichogrammes sont une solution de #biocontrôle contre la #pyrale du maïs"" RDV à 12h30 sur #cetepimepate #solutionmaïs #Phyteurop https://t.co/TirooxUVRI https://t.co/qvWQYhDyVB",pyrale,['maïs'],,,,,0,0,0,1,conseil
46,60f00842bd62ed8c4e415a20,3432810945,AGPM,agpm_mais,"maïs grains doux fourrage et semences, filière maïs, producteurs, maïsiculteurs, syndicalisme agriculture",2020-07-09T09:05:51.000Z,1281152577669869570,"Les trichogrammes sont la solution de biocontrôle pour lutter contre la pyrale du maïs, utilisés sur 120 000 ha en France https://t.co/m6o9BRVJjT",pyrale,['maïs'],,,,,0,0,0,0,conseil
47,60f00842bd62ed8c4e415a21,2304609680,Alexis Dufumier,ADufumier,Journaliste / Freelance et formateur pour l'agriculture et l'agroalimentaire. En veille pour la Normandie et l'Ouest,2020-07-08T16:15:12.000Z,1280898235985526784,La pyrale du maïs progresse en Normandie. https://t.co/iqI8vmKhQ6 via,pyrale,['maïs'],,,,,1,5,0,1,observation
48,60f00842bd62ed8c4e415a24,1378862053,DE SANGOSSE,DESANGOSSE,"#DESANGOSSE innove et met en marché des BIO-SOLUTIONS. #Biocontrôle, BioFertilisants, BioNutrition pour pérenniser les écosystèmes agricoles #PositiveProduction",2020-07-07T15:01:10.000Z,1280517217436737538,[ Mardi #biocontrôle ] La Minute de Marie AUBELE – Chef Marché Grandes Cultures DE SANGOSSE - Spécial TRICHOGRAMMES La campagne d’application des #trichogrammes pour lutter contre la 1ère génération de #pyrale du maïs touche à sa fin ! https://t.co/146yKWiUJ3 https://t.co/mw8BJSG9T6,pyrale,['maïs'],,,,,1,2,1,0,observation
49,60f00842bd62ed8c4e415a2e,571881143,Jᥙᥣιᥲ (Jᥙᥣιᥱt Chᥲrᥣιᥱ Tᥲᥒgo) ☁️,MinuitMoins2,"Fille de l’océan. Si ce que tu as à dire n’est pas aussi beau que le silence, alors tais toi #PassemoileCiel ✈️ #AvGeek #TeamChocolatine",2020-07-05T14:14:45.000Z,1279780762498334722,Pyrale du maïs *,pyrale,['maïs'],,,,,0,0,0,0,?
50,60f00842bd62ed8c4e415a38,1266462474947235841,B,BrigittePasqui2,,2020-07-04T14:37:16.000Z,1279424042290814976,Pyrale du maïs : une belle action solidaire pour une alternative aux pesticides à Chasné sur Illet (35)@coquelicots_ https://t.co/q8KV9OkXLL,pyrale,['maïs'],,,,,1,2,0,1,observation
51,60f00842bd62ed8c4e415a3a,1048226544731271168,Réussir Lait,ReussirLait,,2020-07-04T10:16:33.000Z,1279358427597115393,Insecticide maïs : Mezalid se positionne contre la pyrale https://t.co/6WTMC5gjkL https://t.co/Fz1oF3e7BI,pyrale,['maïs'],,,,,0,0,0,0,pub
52,60f00842bd62ed8c4e415a3c,780758268519944192,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-07-04T05:35:03.000Z,1279287586645856258,Un quad enjambeur pour épandre les #trichogrammes #pyrale #maïs https://t.co/qzEOflgYjg via,pyrale,['maïs'],,,,,0,0,0,0,pub
53,60f00842bd62ed8c4e415a46,719833323732869121,Halle Bruno,HalleBruno1,Exploitant Agricole non labour Blé Colza Betteraves Lin textile Maïs et volailles de chair,2020-07-02T12:34:53.000Z,1278668464580956160,hier c’était pose de trichogrammes contre la pyrale du maïs Nous choisissons les produits de biocontrole lorsque ils sont efficaces https://t.co/KYlaSAup2u,pyrale,['maïs'],,,,,1,2,1,0,observation
54,60f00842bd62ed8c4e415a56,1269723139,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2020-07-01T13:21:28.000Z,1278317801334280192,Les Trichogrammes =&gt; seul moyen de lutte en biocontrôle contre la pyrale du #maïs https://t.co/B5i51pohTJ,pyrale,['maïs'],,,,,0,0,0,0,conseil
55,60f00842bd62ed8c4e415a5c,86962274,Terre-net.fr,TerrenetFR,"L'information agricole #agriculture #marchés #machinisme #cultures #météo
https://t.co/JwYhqreWac
Au service des #agriculteurs #agriculteur #agricultrice #agri",2020-07-01T10:38:32.000Z,1278276799240138752,"[Protection des maïs contre la pyrale] Une nouvelle façon d'appliquer les trichogrammes, à 20-30 ha/h https://t.co/tJP0BOF1XH https://t.co/WwqrwF3mgh",pyrale,['maïs'],,,,,0,0,0,0,conseil
56,60f00842bd62ed8c4e415a5d,1115169129554677760,LeBuzz,LeBuzzbyPDF,"Espace dédié #demo et #echanges sur l' #AgTech #ENR #alimentation !
#agritech #farmers #robots #drones #iot #farming #agri @FoiredeChalons
#foiredechalons",2020-07-01T09:30:00.000Z,1278259549615665157,"Pour la première fois en France, a réalisé plusieurs tests sur l’épandage d’une solution de #biocontrole de première génération contre la pyrale du #maïs Tous les #tests ont été une #reussite ! Affaire à suivre… Pour plus d’infos : https://t.co/wOJSNQdNY0 https://t.co/K17XTxWOU2",pyrale,['maïs'],,,,,0,0,0,0,conseil
