,_id,author_id,display_username,username,user_description,time,twt_id,text,tag,crop_tags,Observation
11,60f0083fbd62ed8c4e415636,1.110816447272575e+18,Grabotte,Grabotte2019,,2020-10-12T15:57:52.000Z,1315683109078269955,"Qu'est ce qu'il a fait de bien ? C'est une vraie question, j'ai pas d'a priori. Sa fiche wikipedia mentionne l'autorisation d'un maïs OGM pour lutter contre la pyrale.",pyrale,['maïs'],0
12,60f0083fbd62ed8c4e415638,1.2894722157386506e+18,Terre à Terre,TerreTerre13,"Professeur agrégé de SVT.
Vulgarisation scientifique sur les sujets écologiques, notamment sur l'agriculture.
Producteur de contenus pédagogiques.",2020-10-11T14:57:59.000Z,1315305653041278978,"Les généticiens ont réussi à isoler ce gène et à le transférer chez des plants de maïs, obtenant ainsi du maïs Bt, résistant à la pyrale.",pyrale,['maïs'],0
13,60f0083fbd62ed8c4e415639,1.2894722157386506e+18,Terre à Terre,TerreTerre13,"Professeur agrégé de SVT.
Vulgarisation scientifique sur les sujets écologiques, notamment sur l'agriculture.
Producteur de contenus pédagogiques.",2020-10-11T14:57:59.000Z,1315305651669794822,"En agronomie c’est possible aussi : on connait un gène chez une bactérie (Bacillus thuringiensis) capable de produire une protéine toxique pour la pyrale, un insecte parasite du maïs.",pyrale,['maïs'],0
14,60f0083fbd62ed8c4e415641,4868357793.0,Schwartz,Patoon68,"Agriculteur, producteur de maïs, betterave, tournesol semence, blé semence.",2020-10-04T20:40:18.000Z,1312855085341384705,"La protection du maïs face à la Pyrale, avec des trichogrames, ça vous parles? Les plantes appâts ça vous parles? Les semis de plantes piège à nitrates etc",pyrale,['maïs'],0
16,60f0083fbd62ed8c4e41565c,1.1994205148188303e+18,Mandrin Jean-pierre,jpman70,Agriculteur en voie de conservation des sols et d'agroécologie,2020-09-25T18:18:11.000Z,1309557826977660930,"Chrysomèle, pyrale et celle-ci...superbe avenir pour le maïs....",pyrale,['maïs'],0
17,60f0083fbd62ed8c4e415674,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2020-09-18T12:24:00.000Z,1306931980949479431,Les drones sont également utilisés en lâcher de #trichogrammes pour lutter contre la pyrale du #maïs https://t.co/72DfxbgpN4,pyrale,['maïs'],0
18,60f0083fbd62ed8c4e41567c,1.017015986552279e+18,Jannin Laetitia,laetitiaJ_FMC,"Echangeons sur la culture du maïs #CornLover🌽 et des #céréales🌾
et pas que 😃 #agriculture #LégumesBZH🥦🥔
#FrAgTw
Chargée de clientèle @FMCagro
tweets perso",2020-09-16T15:58:26.000Z,1306261169854976000,Une parcelle de maïs ensilage defoncée par la #pyrale Je crois que celle-ci détient la palme pour l’instant https://t.co/fqqXujDtgo,pyrale,"['fourrage annuel', 'maïs', 'maïs fourrage']",1
19,60f0083fbd62ed8c4e4156a7,8.4343973903437e+17,Station ACE NORIAP,ServtecPvNORIA,Compte officiel du service technique productions végétales @noriapcoop #blé #colza #orge #poisprotéagineux #lupin #soja et de sa station d'expérimentation ACE.,2020-09-01T16:38:20.000Z,1300835392539820032,#Pyrale bien présente dans les #maïs secteur pays de Bray #ChangementClimatique https://t.co/HAN1ZHjn3F,pyrale,['maïs'],1
21,60f0083fbd62ed8c4e4156af,178322650.0,DumDum #NeRienLaisserPasser,RemDumDum,"Cultivateur Beauceron, recherche d'une Agriculture Durable sans tabou avec les Nouvelles Technologies, d'une Biodiversité utile et dynamique,...Bordel #FrAgTw",2020-08-29T15:52:27.000Z,1299736680816144391,"pour le pyrale du maïs, nous avons des solutions phyto, biocontrole et génétique (pas autorisé OGM); en fonction de la pression de la pyrale dans un territoire, je choix entre les différentes solutions et efficacités !",pyrale,['maïs'],0
22,60f0083fbd62ed8c4e4156b4,4495374201.0,CETA35,ceta_35,"Association d'agriculteurs d'Ille-et-Vilaine
Organisme de formation - 
Autonomie Liberté de penser Partage Esprit d'entreprendre -",2020-08-27T10:00:00.000Z,1298923210449268737,"Dernières notations sur les #EssaisMaïsEnsilage : gabarit, hauteur d'épis, nombre de grains, maturité, casse pyrale, stay green... Essai Sud (Guipry) noté le 18 Aout. RDV en réunion CETA cet automne pour les résultats ! https://t.co/CW8gLrBqI0",pyrale,"['fourrage annuel', 'maïs']",1
23,60f0083fbd62ed8c4e4156b8,4728811835.0,michael Tavernier,MichaelMickha,"curieux de tout , mais bougon, méchant scientiste et affreux libéral . mammifère omnivore qui croit que la terre est ronde. tweets perso qui n’engagent personne",2020-08-26T09:36:41.000Z,1298554952542031872,Alors il y a le bon pesticides bio qui tue les moustiques et il y à le mauvais pesticides bio qui tue la pyrale du maïs ... Mais c poa pareil,pyrale,['maïs'],0
24,60f0083fbd62ed8c4e4156bd,3432810945.0,AGPM,agpm_mais,"maïs grains doux fourrage et semences, filière maïs, producteurs, maïsiculteurs, syndicalisme agriculture",2020-08-26T08:31:53.000Z,1298538645641744391,La filière #maïs a besoin de moyens de lutte contre les ravageurs ! 120 000 ha sont traités contre la #pyrale par le biocontrôle avec les #trichogrammes https://t.co/yth21GMDm3,pyrale,['maïs'],0
25,60f0083fbd62ed8c4e4156ec,9.022519714821448e+17,Richard H 🍀🚜🐮 💛💙 🤡 😇👿 🥂,R_Hugon_43,"Responsable Agro Négoce Agricole privé #SARLBeaumel @IMPAACTRESEAU #HauteLoire #FrAgTw @Fragritwittos
Fils, Frère, Beau-frère #agriculteurs
#TeamCharolais #ASM",2020-08-21T09:56:56.000Z,1296748110887165952,La #sécheresse a eu raison des #maïs de cette exploitation. 10ha/22 Si ajoute un ravageur la #pyrale #HauteLoire #Auvergne #fourrage #canicule2020 #FrAgTw https://t.co/9PE6CtNK04,pyrale,"['maïs', 'culture fourragère', 'céréale fourragère', 'bette à cardes']",1
26,60f0083fbd62ed8c4e415736,1.249649156341334e+18,Catherine Regnault-Roger,RegnaultRoger,"Prof. émérite E2S @universite_uppa
mbre @AcademieAgri @AcadPharm @4a_france collabor @pressesdesmines @Fondapol @AgriPlantSoil #Phytoma

 ❤science & conscience",2020-08-18T07:50:53.000Z,1295629225744052224,"Excellente présentation illustrée de sur les ravages de la pyrale du maïs et de la sésamie et une solution de biocontrôle valable uniquement sur UN des deux ravageurs (pyrale). Pour avoir une solution de biocontrôle sur les deux, c'est maïs OGM #Mon810 https://t.co/7XdDPU44oe",pyrale,['maïs'],0
28,60f0083fbd62ed8c4e415746,1.0979117697738875e+18,Corteva France,CortevaFR,"Corteva Agriscience, 100% dédié à l’agriculture. #CultivonsDemain: l’#innovation pour #ceuxquiproduisent en assurant le progrès d’une #agriculture responsable",2020-08-13T13:11:41.000Z,1293898019616718848,"Comment lutter contre la pyrale du #maïs ? Disponible dès cet automne, notre nouvelle solution couple une molécule naturelle à une pulvérisation ciblée pour intervenir pendant les pics de vol de la #pyrale. En savoir plushttps://t.co/KBNTwfy2s4 https://t.co/08amcT4r4A",pyrale,"['maïs', 'blé']",0
29,60f0083fbd62ed8c4e415749,1.0210554006517064e+18,Mat Agri,Agritwitto,"Agriculture (soyez curieux, posez vos questions), et Stade Rennais 🔴⚫️",2020-08-13T10:11:31.000Z,1293852678674669573,"Exemple pyrale sur maïs (avec les trichogrammes). Mais ces méthodes mettent du temps à se développer. Sur les pucerons, les NNI sont la seule alternative. Car pulvériser dans les champs à la place n’est pas mieux.",pyrale,['maïs'],0
30,60f0083fbd62ed8c4e41574a,3899598394.0,MEYER 💉💉hi ha !,MeyerOrely,Professeure de chirurgie de fleurs. Oeuf décomposé en omelette. Capital humain pas cher.,2020-08-12T07:16:44.000Z,1293446303914041344,non on associe monoculture à culture intensive. la plaine d'alsace est devenu un seul grand champs de mais (un peu moins vrai depuis 5/10ans) ce que j'appelle la monoculture du mais. La pyrale du maïs peut s'y développer avec grand plaisir. (par exemple) mais le blé de la beauce,pyrale,"['maïs', 'blé']",0
31,60f0083fbd62ed8c4e415754,2335460562.0,J-Claude Bregliano,JeanBregliano,"Généticien, Prof. des Universités honoraire",2020-08-07T16:38:06.000Z,1291775634704867328,C'est un peu analogue au cas du maïs Bt qui favorise les cultures conventionnelles et bio avoisinantes en diminuant la population des ravageurs (pyrale et sésamie).,pyrale,['maïs'],0
32,60f0083fbd62ed8c4e415789,1.1797614153112986e+18,Bouyssou,BouyssouEts,#Négoceagricole du Périgord en #Agrofourniture #Collecte #Aliments #Services Conseil/Expertise/Engagement/Réactivité/Proximité/Innovation,2020-07-27T06:14:51.000Z,1287632522256539648,Les Ets bouyssou proposent l’épandage de trichogrammes par #drone pour lutter contre la pyrale du #maïs : solution #durable car : 1⃣socialement acceptable 2⃣respectueuse de l’environnement 3⃣rentable pour l’agriculteur https://t.co/2gV5dUhH4x,pyrale,['maïs'],0
33,60f00842bd62ed8c4e4159be,1.0010278455510016e+18,Emiliengv_FMC,Emiliengv_FMC,🌱🌍 Soyons les acteurs d’une #AgricultureDurable et source d'innovations 😎📱 Responsable communication France @fmcagro #FrAgTw #EcoDeveloppement 🤩 @isaralyon,2020-07-21T15:57:23.000Z,1285604795638779906,"#CornLovers : Le #maïs est peu atteint par les maladies cryptogamiques mais des attaques sur le feuillage causent une ↘ du Rdt Pour la maladie, il est recommandé de broyer les résidus et de les enfouir Comme pour #Pyrale &amp; #Sesamie le broyage des cannes est ‼ https://t.co/yL6EaDSXId",pyrale,"['attier', 'maïs']",0
34,60f00842bd62ed8c4e4159c9,512431405.0,Subes Guy,GSubes,"Agriculteur , producteur de blé dur et multiplicateur de semences ,vice président de GPS ,chasseur 🐗et ASSE",2020-07-20T05:47:32.000Z,1285088935241187328,Aujourd’hui biocontrol!! On pose des plaquettes qui contiennent des auxiliaires qui vont lutter contre la pyrale dans les maïs semence !! Qui a dit q’ une petite bête ne mange une grosse ?? https://t.co/aIDQB8W3jh,pyrale,"['semence', 'maïs']",1
35,60f00842bd62ed8c4e4159d9,7.134669766985605e+17,julien_54 🌾🌽🚜🏍,BADURAUX_j,#agriculteur #lorrain qui recherche des solutions d'avenir innovantes pour produire PLUS et MIEUX avec MOINS #ferme #familiale @agilemc2 #agripapa 2x #teamPCV,2020-07-17T17:37:09.000Z,1284180353540935680,pour protéger mes maïs de la pyrale je préfère mettre des trichogrammes moi mais chacun son truc....... #noschampsnesontpasdespoubelles #recyclage #pollution,pyrale,['maïs'],0
36,60f00842bd62ed8c4e4159dc,1201990543.0,herve.Gustin,rv59268,"fan de technologie,d'agro équipements et d'agriculture! 
Like farm equipment technology and teach it! #FrAgTw #TCBR #TEAMPCV",2020-07-17T10:00:20.000Z,1284065390126137344,"Pois sec! Arrêté! Pas de solution contre le champignon aphanomyces Carotte industrielle arrêté, aucune matière de désherbage Haricots de plein champ Arrêté, pas de matière active pour lutter contre les attaques de mouche Maïs grain arrêté, secteur trop touché par la Pyrale",pyrale,"['pois', 'haricot', 'maïs', 'carotte', 'maïs grain']",0
37,60f00842bd62ed8c4e4159e2,7.927805044960174e+17,Jacky Berland,JackyBerland,Agriculteur en agriculture de conservation des sols  qui aime bien trouver ce qu'il cherche. Et ça marche!...souvent.,2020-07-17T05:48:22.000Z,1284001979199623168,Avant que cela ne soit interdit en France j'avais testé ces maïs BT en bande comparés aux conventionnels. y avait pas photo c'était nickel pas une sésamie ni pyrale. C'est rageant.,pyrale,['maïs'],0
38,60f00842bd62ed8c4e4159e4,7.150921695776031e+17,La Dépêche Ariège,ladepeche09,"Bienvenue sur le compte officiel de la rédaction de l'#Ariege de @ladepechedumidi. 
Contact en DM ou par mail sur redaction09@ladepeche.fr",2020-07-16T08:41:20.000Z,1283683122811469824,"En #Ariège, des micro-insectes pour lutter contre la pyrale du maïs https://t.co/iia6nbMY03 via",pyrale,['maïs'],0
39,60f00842bd62ed8c4e4159e5,2350148544.0,#agridemain,Agridemain,#agridemain raconte la réalité de l'#agriculture française ses atouts #qualité #emploi ses défis #production #environnement #innovation grâce aux #agriculteurs,2020-07-16T07:32:58.000Z,1283665916417302529,Le trichogramme pour lutter contre la pyrale du maïs https://t.co/KgfpwiQacU,pyrale,['maïs'],0
40,60f00842bd62ed8c4e4159ea,16884402.0,La Dépêche du Midi,ladepechedumidi,"L'actualité nationale et régionale depuis 150 ans. Questions, remarques et témoignages : deskweb@ladepeche.fr ou en DM",2020-07-15T18:00:24.000Z,1283461427827740674,"En #Ariege, des micro-insectes pour lutter contre la pyrale du maïs https://t.co/HF6cwPW8Yg",pyrale,['maïs'],0
41,60f00842bd62ed8c4e4159eb,1.2157478442771415e+18,Media7,Media7Officiel,,2020-07-15T17:34:52.000Z,1283455003768889346,"En Ariège, des micro-insectes pour lutter contre la pyrale du maïs https://t.co/eJ4wcxXyDx",pyrale,['maïs'],0
43,60f00842bd62ed8c4e415a06,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-07-10T03:54:46.000Z,1281436678108962819,"Réécouter ici ""Parlons #maïs"" sur Jérôme Sottana producteur en Ariège vous parle ""des #trichogrammes une solution de #biocontrôle contre la #pyrale du maïs"" #cetepimepate #solutionmaïs #Phyteurop https://t.co/7cVvqqqz7K",pyrale,['maïs'],0
44,60f00842bd62ed8c4e415a0d,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2020-07-09T14:10:45.000Z,1281229305561956353,"Si vous avez raté la chronique ""Parlons #maïs"" avec Jérôme Sottana producteur : ""les #trichogrammes sont une solution de biocontrôle contre la #pyrale du maïs""sur Ecoutez-là en replay https://t.co/nXERfKQxCu #cetepimepate #solutionmaïs https://t.co/r2O1lrbfWb",pyrale,['maïs'],0
45,60f00842bd62ed8c4e415a17,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-07-09T09:55:52.000Z,1281165162859429889,"Retrouvez ""Parlons #maïs"" avec Jérôme Sottana producteur en Ariège : ""les #trichogrammes sont une solution de #biocontrôle contre la #pyrale du maïs"" RDV à 12h30 sur #cetepimepate #solutionmaïs #Phyteurop https://t.co/TirooxUVRI https://t.co/qvWQYhDyVB",pyrale,['maïs'],0
46,60f00842bd62ed8c4e415a20,3432810945.0,AGPM,agpm_mais,"maïs grains doux fourrage et semences, filière maïs, producteurs, maïsiculteurs, syndicalisme agriculture",2020-07-09T09:05:51.000Z,1281152577669869570,"Les trichogrammes sont la solution de biocontrôle pour lutter contre la pyrale du maïs, utilisés sur 120 000 ha en France https://t.co/m6o9BRVJjT",pyrale,['maïs'],0
47,60f00842bd62ed8c4e415a21,2304609680.0,Alexis Dufumier,ADufumier,Journaliste / Freelance et formateur pour l'agriculture et l'agroalimentaire. En veille pour la Normandie et l'Ouest,2020-07-08T16:15:12.000Z,1280898235985526784,La pyrale du maïs progresse en Normandie. https://t.co/iqI8vmKhQ6 via,pyrale,['maïs'],1
48,60f00842bd62ed8c4e415a24,1378862053.0,DE SANGOSSE,DESANGOSSE,"#DESANGOSSE innove et met en marché des BIO-SOLUTIONS. #Biocontrôle, BioFertilisants, BioNutrition pour pérenniser les écosystèmes agricoles #PositiveProduction",2020-07-07T15:01:10.000Z,1280517217436737538,[ Mardi #biocontrôle ] La Minute de Marie AUBELE – Chef Marché Grandes Cultures DE SANGOSSE - Spécial TRICHOGRAMMES La campagne d’application des #trichogrammes pour lutter contre la 1ère génération de #pyrale du maïs touche à sa fin ! https://t.co/146yKWiUJ3 https://t.co/mw8BJSG9T6,pyrale,['maïs'],1
49,60f00842bd62ed8c4e415a2e,571881143.0,Jᥙᥣιᥲ (Jᥙᥣιᥱt Chᥲrᥣιᥱ Tᥲᥒgo) ☁️,MinuitMoins2,"Fille de l’océan. Si ce que tu as à dire n’est pas aussi beau que le silence, alors tais toi #PassemoileCiel ✈️ #AvGeek #TeamChocolatine",2020-07-05T14:14:45.000Z,1279780762498334722,Pyrale du maïs *,pyrale,['maïs'],0
50,60f00842bd62ed8c4e415a38,1.2664624749472358e+18,B,BrigittePasqui2,,2020-07-04T14:37:16.000Z,1279424042290814976,Pyrale du maïs : une belle action solidaire pour une alternative aux pesticides à Chasné sur Illet (35)@coquelicots_ https://t.co/q8KV9OkXLL,pyrale,['maïs'],1
51,60f00842bd62ed8c4e415a3a,1.0482265447312712e+18,Réussir Lait,ReussirLait,,2020-07-04T10:16:33.000Z,1279358427597115393,Insecticide maïs : Mezalid se positionne contre la pyrale https://t.co/6WTMC5gjkL https://t.co/Fz1oF3e7BI,pyrale,['maïs'],0
52,60f00842bd62ed8c4e415a3c,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-07-04T05:35:03.000Z,1279287586645856258,Un quad enjambeur pour épandre les #trichogrammes #pyrale #maïs https://t.co/qzEOflgYjg via,pyrale,['maïs'],0
53,60f00842bd62ed8c4e415a46,7.198333237328691e+17,Halle Bruno,HalleBruno1,Exploitant Agricole non labour Blé Colza Betteraves Lin textile Maïs et volailles de chair,2020-07-02T12:34:53.000Z,1278668464580956160,hier c’était pose de trichogrammes contre la pyrale du maïs Nous choisissons les produits de biocontrole lorsque ils sont efficaces https://t.co/KYlaSAup2u,pyrale,['maïs'],1
54,60f00842bd62ed8c4e415a56,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2020-07-01T13:21:28.000Z,1278317801334280192,Les Trichogrammes =&gt; seul moyen de lutte en biocontrôle contre la pyrale du #maïs https://t.co/B5i51pohTJ,pyrale,['maïs'],0
55,60f00842bd62ed8c4e415a5c,86962274.0,Terre-net.fr,TerrenetFR,"L'information agricole #agriculture #marchés #machinisme #cultures #météo
https://t.co/JwYhqreWac
Au service des #agriculteurs #agriculteur #agricultrice #agri",2020-07-01T10:38:32.000Z,1278276799240138752,"[Protection des maïs contre la pyrale] Une nouvelle façon d'appliquer les trichogrammes, à 20-30 ha/h https://t.co/tJP0BOF1XH https://t.co/WwqrwF3mgh",pyrale,['maïs'],0
57,60f00842bd62ed8c4e415a69,1.2464109352600658e+18,Hervé Kevin,keffRV,Chargé de développement #eureden #agriculteur #céréales  🥖#légumes 🥦,2020-06-29T19:59:08.000Z,1277693102862540801,Traitement pyrale #maïs 1m80 bientôt en fleurs #samco #fmc https://t.co/TcMCOk4ZdA,pyrale,"['maïs', 'floriculture']",1
58,60f00842bd62ed8c4e415a73,470541321.0,nicolas LEFEVRE,paysan02,agriculteur 👨‍🌾 🥬🌽#Fragtw,2020-06-27T13:37:50.000Z,1276872369676697600,Pose de tychogramme contre la #pyrale du maïs en famille https://t.co/dXG0Epd5kF,pyrale,"['maïs', 'millet']",1
59,60f00842bd62ed8c4e415a76,1.2255161610072637e+18,GICQUIAUX Franck,GicquiauxF,"technicien en agroéquipement, passionné des nouvelles technologies en agricole et industriel.",2020-06-26T21:47:08.000Z,1276633118838054913,Risque #pyrale en Bretagne cette semaine. Pensez à mettre en place des mesures de protections. #protectionculturemaïs #sésamie #ravageur #maïs https://t.co/DE2Cxcwl37,pyrale,['maïs'],1
60,60f00842bd62ed8c4e415a7b,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-06-26T16:37:26.000Z,1276555179018670080,"disponible dans #SMAGFarmer https://t.co/TrZqVsam7e #Biocontrole #Pyraledu #maïsdans le sud de la France, attention à la G2https://t.co/4yMAYDPZRY [Presse] dans https://t.co/NWIQNYpm7m https://t.co/v2JYXO4b52",pyrale,"['attier', 'maïs']",1
62,60f00842bd62ed8c4e415a96,373474142.0,Cavac,CAVAC_,#Coopérative agricole implantée en Vendée et Deux-Sèvres depuis 1965. #PositiveAgriculture,2020-06-24T14:03:43.000Z,1275791720614158338,"Pour lutter contre la pyrale dont la chenille est un ravageur du maïs , nos agriculteurs ont choisi une solution de biocontrôle. Afin de valoriser cette pratique, des banderoles ont été déposées au Mont des Alouettes, à Marans et St Michel-en-l'Herm! #PositiveAgriculture https://t.co/8IXgK0FKMV",pyrale,['maïs'],0
63,60f00842bd62ed8c4e415aae,876148423.0,Sadya LM,sAathenaAs,"Je suis Différente et je suis Libre ☯️ Seule Idéologie : le Meilleur pour le plus d'Humains, Ici et Maintenant ⚛️ Gauche Universaliste Républicaine ☮️ En Colère",2020-06-23T19:55:48.000Z,1275517934941716481,"""C'est aux USA que les premières plantes OGM ont été cultivé. L'une des deux grandes catégories, les plantes Bt, sont conçues pour résister à des insectes ravageurs, comme la pyrale ou la chrysomèle du maïs.."" #THEMA",pyrale,['maïs'],0
65,60f00842bd62ed8c4e415ab5,3065997190.0,ChambreAgriNormandie,Agri_Normandie,Compte officiel des Chambres d'#agriculture de #Normandie. #Évènements #informations #territoires #élevage  #formation #agronomie #innovation #agroalimentaire,2020-06-23T12:36:38.000Z,1275407416990056448,"La #pyrale du #maïs progresse en #Normandie. Présente depuis quelques années dans le sud, elle gagne du terrain et se développe désormais dans toute la région. https://t.co/Bckq9ouT1x",pyrale,['maïs'],1
66,60f00842bd62ed8c4e415abb,1.2720058239763538e+18,Nous voulons des coquelicots Roumois - Neubourg,Coquelicots27,Nous voulons des #coquelicots #Roumois - Plateau du #Neubourg est un collectif de citoyens en faveur de l'interdiction des #pesticides de synthèse.,2020-06-23T10:10:35.000Z,1275370661645615106,"Contre la #pyrale du #maïs, recommande aux #agriculteurs d'utiliser des #trichogrammes, moyen biologique efficace de lutter contre ce fléau. cc https://t.co/ql9bG0v1FB #GRCETA27 #GRCETA #FrAgTw #precisionag #PresseAgri #AgroEcologie",pyrale,['maïs'],0
