,_id,author_id,display_username,username,user_description,time,twt_id,text,tag,crop_tags,Observation
43,60f00842bd62ed8c4e415a06,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-07-10T03:54:46.000Z,1281436678108962819,"Réécouter ici ""Parlons #maïs"" sur Jérôme Sottana producteur en Ariège vous parle ""des #trichogrammes une solution de #biocontrôle contre la #pyrale du maïs"" #cetepimepate #solutionmaïs #Phyteurop https://t.co/7cVvqqqz7K",pyrale,['maïs'],0
44,60f00842bd62ed8c4e415a0d,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2020-07-09T14:10:45.000Z,1281229305561956353,"Si vous avez raté la chronique ""Parlons #maïs"" avec Jérôme Sottana producteur : ""les #trichogrammes sont une solution de biocontrôle contre la #pyrale du maïs""sur Ecoutez-là en replay https://t.co/nXERfKQxCu #cetepimepate #solutionmaïs https://t.co/r2O1lrbfWb",pyrale,['maïs'],0
45,60f00842bd62ed8c4e415a17,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-07-09T09:55:52.000Z,1281165162859429889,"Retrouvez ""Parlons #maïs"" avec Jérôme Sottana producteur en Ariège : ""les #trichogrammes sont une solution de #biocontrôle contre la #pyrale du maïs"" RDV à 12h30 sur #cetepimepate #solutionmaïs #Phyteurop https://t.co/TirooxUVRI https://t.co/qvWQYhDyVB",pyrale,['maïs'],0
46,60f00842bd62ed8c4e415a20,3432810945.0,AGPM,agpm_mais,"maïs grains doux fourrage et semences, filière maïs, producteurs, maïsiculteurs, syndicalisme agriculture",2020-07-09T09:05:51.000Z,1281152577669869570,"Les trichogrammes sont la solution de biocontrôle pour lutter contre la pyrale du maïs, utilisés sur 120 000 ha en France https://t.co/m6o9BRVJjT",pyrale,['maïs'],0
48,60f00842bd62ed8c4e415a24,1378862053.0,DE SANGOSSE,DESANGOSSE,"#DESANGOSSE innove et met en marché des BIO-SOLUTIONS. #Biocontrôle, BioFertilisants, BioNutrition pour pérenniser les écosystèmes agricoles #PositiveProduction",2020-07-07T15:01:10.000Z,1280517217436737538,[ Mardi #biocontrôle ] La Minute de Marie AUBELE – Chef Marché Grandes Cultures DE SANGOSSE - Spécial TRICHOGRAMMES La campagne d’application des #trichogrammes pour lutter contre la 1ère génération de #pyrale du maïs touche à sa fin ! https://t.co/146yKWiUJ3 https://t.co/mw8BJSG9T6,pyrale,['maïs'],1
49,60f00842bd62ed8c4e415a2e,571881143.0,Jᥙᥣιᥲ (Jᥙᥣιᥱt Chᥲrᥣιᥱ Tᥲᥒgo) ☁️,MinuitMoins2,"Fille de l’océan. Si ce que tu as à dire n’est pas aussi beau que le silence, alors tais toi #PassemoileCiel ✈️ #AvGeek #TeamChocolatine",2020-07-05T14:14:45.000Z,1279780762498334722,Pyrale du maïs *,pyrale,['maïs'],0
53,60f00842bd62ed8c4e415a46,7.198333237328691e+17,Halle Bruno,HalleBruno1,Exploitant Agricole non labour Blé Colza Betteraves Lin textile Maïs et volailles de chair,2020-07-02T12:34:53.000Z,1278668464580956160,hier c’était pose de trichogrammes contre la pyrale du maïs Nous choisissons les produits de biocontrole lorsque ils sont efficaces https://t.co/KYlaSAup2u,pyrale,['maïs'],1
54,60f00842bd62ed8c4e415a56,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2020-07-01T13:21:28.000Z,1278317801334280192,Les Trichogrammes =&gt; seul moyen de lutte en biocontrôle contre la pyrale du #maïs https://t.co/B5i51pohTJ,pyrale,['maïs'],0
56,60f00842bd62ed8c4e415a5d,1.1151691295546778e+18,LeBuzz,LeBuzzbyPDF,"Espace dédié #demo et #echanges sur l' #AgTech #ENR #alimentation !
#agritech #farmers #robots #drones #iot #farming #agri @FoiredeChalons
#foiredechalons",2020-07-01T09:30:00.000Z,1278259549615665157,"Pour la première fois en France, a réalisé plusieurs tests sur l’épandage d’une solution de #biocontrole de première génération contre la pyrale du #maïs Tous les #tests ont été une #reussite ! Affaire à suivre… Pour plus d’infos : https://t.co/wOJSNQdNY0 https://t.co/K17XTxWOU2",pyrale,['maïs'],0
59,60f00842bd62ed8c4e415a76,1.2255161610072637e+18,GICQUIAUX Franck,GicquiauxF,"technicien en agroéquipement, passionné des nouvelles technologies en agricole et industriel.",2020-06-26T21:47:08.000Z,1276633118838054913,Risque #pyrale en Bretagne cette semaine. Pensez à mettre en place des mesures de protections. #protectionculturemaïs #sésamie #ravageur #maïs https://t.co/DE2Cxcwl37,pyrale,['maïs'],1
60,60f00842bd62ed8c4e415a7b,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-06-26T16:37:26.000Z,1276555179018670080,"disponible dans #SMAGFarmer https://t.co/TrZqVsam7e #Biocontrole #Pyraledu #maïsdans le sud de la France, attention à la G2https://t.co/4yMAYDPZRY [Presse] dans https://t.co/NWIQNYpm7m https://t.co/v2JYXO4b52",pyrale,"['attier', 'maïs']",1
61,60f00842bd62ed8c4e415a85,1.2659139614316052e+18,marie-christine fort legrand,fort_legrand,aime travailler en #collectif pour développer #agroecologie dans les  #territoires #normandie,2020-06-25T07:28:43.000Z,1276054702145376256,La pyrale du maïs progresse en Normandie https://t.co/vxcbZW6csv,pyrale,['maïs'],1
62,60f00842bd62ed8c4e415a96,373474142.0,Cavac,CAVAC_,#Coopérative agricole implantée en Vendée et Deux-Sèvres depuis 1965. #PositiveAgriculture,2020-06-24T14:03:43.000Z,1275791720614158338,"Pour lutter contre la pyrale dont la chenille est un ravageur du maïs , nos agriculteurs ont choisi une solution de biocontrôle. Afin de valoriser cette pratique, des banderoles ont été déposées au Mont des Alouettes, à Marans et St Michel-en-l'Herm! #PositiveAgriculture https://t.co/8IXgK0FKMV",pyrale,['maïs'],0
64,60f00842bd62ed8c4e415ab3,8.571922620649103e+17,Laure Keller,laure_kel,Ingénieure commerciale Fourragères ☘️ et Intercultures 🌾 #semences #agriculture @SemencesdeFrance,2020-06-23T14:21:43.000Z,1275433862630387712,Épandeur de trichogrammes permet de poser les trichogrammes dans les maïs rapidement et de manière mécanisée #protection contre la #pyrale https://t.co/5ihHfRgPI4,pyrale,['maïs'],0
66,60f00842bd62ed8c4e415abb,1.2720058239763538e+18,Nous voulons des coquelicots Roumois - Neubourg,Coquelicots27,Nous voulons des #coquelicots #Roumois - Plateau du #Neubourg est un collectif de citoyens en faveur de l'interdiction des #pesticides de synthèse.,2020-06-23T10:10:35.000Z,1275370661645615106,"Contre la #pyrale du #maïs, recommande aux #agriculteurs d'utiliser des #trichogrammes, moyen biologique efficace de lutter contre ce fléau. cc https://t.co/ql9bG0v1FB #GRCETA27 #GRCETA #FrAgTw #precisionag #PresseAgri #AgroEcologie",pyrale,['maïs'],0
67,60f00842bd62ed8c4e415acc,128539315.0,VIVESCIA,Vivescia,"VIVESCIA est un groupe coopératif agricole et agroalimentaire, spécialisé dans la production et la transformation des céréales.",2020-06-22T13:00:02.000Z,1275050918304776193,"Nos équipes innovent ! Pour lutter contre la pyrale et produire du #maïsde manière durable, utilisation d'un drone et du #biocontrôle. Les trichogrammes (micro-guêpe mesurant moins de 1 mm) ont pour vocation de détruire les œufs de la pyrale, protégeant ainsi la culture. https://t.co/3XXrhEStpJ",pyrale,['maïs'],0
68,60f00842bd62ed8c4e415adf,7.014832920848548e+17,Frédéric Bossard,bobossfred,producteur de #porc #blondedaquitaine #céréales @fnsea44 #ceuxquifontleporc #LesPiedsSurTerre,2020-06-18T14:48:23.000Z,1273628633916211200,#Maïs semé le 10avril sous plastique.avec 75mm d’eau il va encore carburer sauf si la #pyrale ou la #sesamie insecte foreur passent à l’action .Ces nuisibles comme les #corbeaux #sanglier #choucas sont de plus en plus présent .@dguillaume26 https://t.co/hCgnZ7gdPl,pyrale,"['chou', 'maïs', 'chou potager']",1
69,60f00842bd62ed8c4e415ae1,7.098184972206162e+17,Académie Agriculture,AcademieAgri,"Société savante, créée en 1761, ayant pour objectif d'éclairer les décideurs et les citoyens sur les problématiques agricoles, alimentaires et environnementales",2020-06-18T11:36:27.000Z,1273580330470047745,Le jury #MakeITAgri présidé par Philippe Gate et auquel sont associés 2 autres membres de notre Compagnie écoute cet apm la présentation du projet #trichodrone visant la lutte contre la #pyrale du #maïs https://t.co/HP2wXLYMWl,pyrale,['maïs'],0
71,60f00842bd62ed8c4e415aea,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2020-06-18T09:14:56.000Z,1273544715967873024,Traitement de la#pyrale du #maïs par les trichogrammes : un moyen de lutte biologique et efficace ! https://t.co/3A1rj9Xj6V,pyrale,['maïs'],0
75,60f00842bd62ed8c4e415b20,1.0166257796382638e+18,Remy Merceron,Remy_Merceron,"Passionné d'#agronomie et des innovations pour l'#agriculture. protections des #cultures, semences & génétique (#maïs) Je tweete personnellement 👨‍🌾🌽🌾🌻",2020-06-14T17:57:32.000Z,1272226683899318274,Première #pyrale du #maïs en élevage issues des premières pontes du 12 mai. Ooplaque visible. Premiers symptômes (coup de fusil) en culture sud 85 Nord 17. Grosse pression foreurs cette année en centre ouest. Dégâts #sésamies déjà bien visibles. #FrAgTw https://t.co/MBG7xhmoKm,pyrale,['maïs'],1
76,60f00842bd62ed8c4e415b35,1.1778532408949924e+18,Leguereau Julien,LeguereauJ,,2020-06-11T17:59:23.000Z,1271139982653210626,Les trichogrammes sont une solution de lutte biologique contre la pyrale du maïs qui ravage les tiges du maïs,pyrale,['maïs'],0
77,60f00842bd62ed8c4e415b3c,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2020-06-11T08:53:26.000Z,1271002591766499328,Les trichogrammes sont les seuls moyens de lutte en biocontrôle contre la pyrale du #maïs ! 120 000 ha sont traités en France https://t.co/uAIBzzxMQ6,pyrale,['maïs'],0
78,60f00842bd62ed8c4e415b47,1378862053.0,DE SANGOSSE,DESANGOSSE,"#DESANGOSSE innove et met en marché des BIO-SOLUTIONS. #Biocontrôle, BioFertilisants, BioNutrition pour pérenniser les écosystèmes agricoles #PositiveProduction",2020-06-10T08:19:30.000Z,1270631663228334082,"[ La #pyrale est dans le maïs ] #DESANGOSSE en parle ""La présence de la pyrale est observée précocement ce printemps. Dans de nombreux secteurs de culture du maïs"" https://t.co/gsUqrGg3p4 https://t.co/PbzkUiUpsM",pyrale,['maïs'],1
79,60f00842bd62ed8c4e415b4c,1.269566705115771e+18,Jean-baptiste Roy,Jbroy71,Éleveur allaitant Charolaise Vente directe,2020-06-09T13:15:47.000Z,1270343838108975105,"Deuxième passage dans le #maïs aujourd’hui, cette fois a pieds. Pose des #trichogramme pour lutter contre la pyrale #luttebiologique #agricultureraisonnée #agriculturedurable https://t.co/BO6CXZN6MZ",pyrale,['maïs'],1
80,60f00842bd62ed8c4e415b56,299828648.0,Buard Vincent🌻🐞👨‍🌾,bubu1664,Cultivateur👨‍🌾de biodiversité  https://t.co/guCX7bQfry Charente nord 16 agri/jardinier #FrAgTw #agriculteur #ComPositi,2020-06-08T16:57:19.000Z,1270037199074058240,Elodie pose les trichogrammes dans le maïs https://t.co/YQ0y3qQo2x Afin de lutter contre la pyrale chenilles qui forent la tige du maïs #agriculture #FrAgTW #agriraisonnée,pyrale,['maïs'],1
82,60f00842bd62ed8c4e415b82,1.0924548748837356e+18,JY Chauveau,ChauveauJy,,2020-06-04T11:37:25.000Z,1268507145013735424,Les anti-OGM occidentaux se battaient contre le maïs OGM Bt résistant à la pyrale (même principe que coton). Entre des paysans africains exposés aux insecticides et leur stratégie idéologique ils ne sont pas posé de question. Le paysan africain cela ne compte pas pour eux !,pyrale,['maïs'],0
85,60f00842bd62ed8c4e415b97,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2020-06-03T07:57:02.000Z,1268089295220477952,[#biocontrole ] Ne baissez pas la garde contre la #pyraledu #maïs #Phyteurop https://t.co/pu6lIweTVk via https://t.co/FVr1MbZNVH,pyrale,['maïs'],0
86,60f00845bd62ed8c4e415d77,8.616296683735368e+17,François PÉTORIN,FPetorin,"#agriculteur
Céréalier
Producteur de #semences
#FrAgTw
@Fragritwittos",2020-05-30T21:16:23.000Z,1266840904846979072,Ce soir je protège mon #maïssemences contre la pyrale et la sésamie ! #SaturdayMotivation #ceuxquifontlessemences https://t.co/hEtEsEjjWv,pyrale,"['semence', 'maïs']",1
87,60f00845bd62ed8c4e415d92,1.0177699246584177e+18,TalkAG,talk_ag,TalkAG est un réseau social pour les agriculteurs et les professionnels de l'agriculture #agriculture #bio #agriculteurs,2020-05-28T14:46:33.000Z,1266018023837773824,"La pyrale, principal ravageur du maïs: Lutte biologique et chimique https://t.co/5iDf4pvb7m via #Maïs #Pyrale_du_maïs #Conseil_agronomiques #Insecticides #Ravageurs SOURCE: fiches.arvalis-infos",pyrale,['maïs'],0
88,60f00845bd62ed8c4e415d96,1.0521362906852434e+18,Halgrin Isabelle,HalgrinIsabelle,Chargée de mission #maïs #semences en Auvergne Rhône Alpes,2020-05-28T12:56:56.000Z,1265990438978281472,"Et oui, la lutte biologique en maïs ( contre la Pyrale) est possible depuis plus de 30 ans grâce à un allié qui s'appelle le trichogramme https://t.co/szNspyIY7M",pyrale,['maïs'],0
